33073	Fucking hate females on here who just whore themselves out and then moan when guys respond! Fake bitches! Thankfully i DON'T respond!
31239	That fucking cunt is so irritating , what a bitch
33430	Bitch I clearly realized that already look at my name. Dumb cunt 
32066	on me ima have this bitch blasted, i had enough of this bullshit i hate crying cuz i have to hold in the urge to kill an old cunt
34254	You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
30869	"Fuck those ultra liberal cunt rags on ""The View"". They should be careful of what they say. They're hateful bitches pushing tainted agendas."
31874	You broke ass bitch act like a nigga want y'all dusty inside out ass pussc you hoes need to die and come back to life and restart.
33891	And you're a hoe like you I said mind your business or get slapped, you wish it was you they was arguing over bitch… 
32140	Swap shoes with me, bitch. Lets see how you would cope.
32778	You know ima get it bitch until my casket close, I been chasing paper nigga u been chasing hoes. I tore my acl I ball too hard like d rose 💯
34444	This bitch so pressed lmfao, like Dana still sleeps good at night move on you lame ass hoe😂 
30430	If she cheat on her bf for you don't let that hoe tell you you special... that bitch fuckin errrbody play ya part big pimpin
30086	Pussy ass bitch cunt fuck I HATE YOU.
30928	I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
32505	"Bitches think it's easy for a nigga to trust them.Bitch we seen way to much to trust you just cuz u say u ""not like the rest of these hoes"""
30108	welcome to thailand bitch- we find rape culture very humorous and we make jokes out of it smh
33421	Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn
32872	I want them and to fight you bc a bitch can't even buy those shoes in america 
34226	Hoes be so pressed like bitch I'm younger than you and shitting on you!!!
30269	stop being a bitch online you look like a low class hoe selling herself to nasty bois
33746	Bitch shut up u a whore 
31121	Going back to Cali strictly for the weather, women and the weed, Sticky Green! No seeds, bitch please ! - Biggie Smalls
33006	Cause that's my mans bitch! Stop dicksucking hoes who hoe you lame 
30263	how can i get those mf shoes bitch
32629	bitch you been havin 2 / 3 dick appointments in a day but don't shower in between lmao dirty luh hoe 😂😂😂
33000	You trust that bitch ? Damn you trust that hoe ?
30913	Lil' bitch! You can't fuck with me if you wanted to! These is cheap, these is Walmart shoes! 😂😂😂
33271	beauty and the beast. that bitch fell in love w a whole animal before she even knew he was human tf 
31920	They cant even grant us a small Hebridean island to be away from all the poisons of modernity, they are now importing their rapefugee armies to every corner of this island, this is about destroying us, nothing less.
34561	✨🌈: wasupppp dyke😂 I love you daddy lmaooo you my bitch and you cute and gay asffff smoke one before school hoe !
31306	& mines better bitch! You playing with me on twitter like you wasn't fucking the friend. Shady ass hoe. 
32499	Fat whore!!! Ugly bitch!!!    Me: 
33817	I want them and to fight you bc a bitch can't even buy those shoes in america 
31210	rah don't turn up at my door acting like a cunt😂 u drove to me bitch
32649	stop JUDGING bitches by there cover, jus cuz she bad don't mean she's a catch shawdy could be a whore 👀 das opposite of a keeper
30591	Bitch idc when Ima see you hoe!!! 
33424	"Y'all: ""you a hoe""    Hoe me: ""that's hoe CULTURE to you bitch"" "
30142	A hoe ass bitch & a bitch ass nigga only gonna act towards you the way you allow them.
34501	Ugly bitches N FUCK THAT WHORE FUFU YAI
30659	Tagged me bff in a meme today and she decided she'd be a bitch bout it cant believe the wee cunt would do somethin… 
32291	"3) ""you okay?"" ""Fuck you you fat bitch."" ""Fuck you too whore"""
32016	i gotcha man thats all i gotta say everybody know you a hoe anyway bitch recognize i got these thick thighs
32385	You bought that bitch a pair shoes I bought a pipe lil nigga aint neva use one squeeze dat bitch with all my might lil nigga
30332	I talk a lot of shit about hoes but Fr tho fellas why would you want to be broke fuckin wit a female you can't even get the bitch no fries 🍟
30119	I dont want your bitch nigga. If i did her bags and her shoes and jewelery would get better.
30878	Dumb cunt ass cheating bitch doesn't deserve shit in this world but herpes 🙂🙂🙂 
31542	Sometimes I wish my bitch ass wasn't clumsy bc I fell and scraped my knee at the pool and everybody saw me fall
33087	Rich as my bitch on the side hoe I got more than you know, HOE I GOT.! Look watch
32192	Love that u used WOMEN instead of bitch. 
33752	My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
31796	Fuck fuck ffuck shit piss ass faggot fucking fuck bitch cunt suck my dick fucking fuck
33737	Don't let these jealous hoes trick you into thinking you ugly . Slay bitch 👑
30575	But I'll just look at God and be like...let that worthless cunt cry a fucking river until she drowns herself in it...fucking hypocrite bitch
30525	Bitch you better bite that tongue before I rip it off hoe😂
30241	You the whore; slinging your dick back and forth through every bitch 
34580	"IF YOU HAVE TRIED TO GET W/ A GIRL YOU ARE NOT ALLOWED TO CALL HER DEMEANING NAMES LIKE ""slut, whore, etc"" SORRY BOUT YALL 🗣🗣🗣"
34476	i don't care what a bitch think or how a hoe feel, cause ain't nann one of you hoes paying my bills 😛 
32492	Bitch you can go around me I'm not moving dumb hoe
34373	One thing about me idc what comes out of my mouth or who my words hurt. If you take offense you're just a bitty bitch or hoe ass feminist 💀
30065	hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps
32572	I’ll tell the baddest bitch around “hoe you uglier than Tory Lanez’s jumpshot”
31390	Bitches Boyfriends/baby daddy/ husband be locked up for 10 minutes and already going out to be a hoe bitch you sad 😂
30705	If you can go to a bitch house and FUCK her nigga them hoe you better help pay rent in that mf !!!!!
32633	I know dis bitch thats letting her hubby rape their daughter😒 the world fucked up 
34361	i despise that bitch cunt...
31445	walk a mile in my shoes bitch i cant even walk a mile in my own
33659	Say lul bitch you can't fuck with me if you wanted to , these expensive these are red bottoms these are bloody shoes. 🔴💰💸
34016	happy birthday to my hoe Bitch I love you hoeeee , turn up get some dick 😂😂💖
32365	I will never trust a hoe I to went outta respect, that still double crossed me...     Bitch you alreay lost !!
34506	You can always tell a wack bitch by her shoes 😂dead ass
31249	..I can't stop what a hoe say on the internet but bitch don't ever think you bad enough to speak on my kids in my presence‼️
30397	Other people: gosh darn it  Me: god damn tittie fucking cunt ass bitch mother fucker
33060	bitch you best know I'm gon' have a four loko keg (IF) i ever decide to get married for all my down ass hoes at the funcction 👏😤
33965	If you're a man and you're shoe size anything under a 10 yous a bitch
30313	All this dick in the world and you hoes wanna be sides. Your biscuit bitch. Are you proud?
30572	you're a dirty whore to me if you're only available to a nigga when you know him and his bitch are on bad terms. lmfaaaooo do better.
33910	"I hate a ""I can't have no ugly friends ass bitch"" like you just a Rihanna lookin hoe💀❗️✋"
33525	"They should have beaten the ""teen"" (probably a bearded rapefugee) within an inch of his life. Castrate and deport."
31569	I encourage all my friends to do everything so if they want to be a hoe, bitch I support you.
32739	My tweezing skills got me and my frontal time traveling, we in 2020 bitch! See you hoes l8r 🚀 
33298	i am not the one defending racists. you are. you NEED knowledge. bitch suck a dick and die slow hoe. 
30802	U have NO right to judge which women are better you bitch
30741	Whoever has said zouis is dead or has gave me any shit for believing in zouis you can choke bitch 
31301	ohhhhh bitch, i aint even watch the whole thing the first time 
33348	ima mf asshole, bitch I'm the shit.
34311	madami ako nababasa na victim of like rapes and the people are blaming the victim pa like bitch diba they are innocent
33215	Im tired of being quiet and nice. tired of this hoe thinking she got something over me, bitch you dont. keep quiet over there
31091	Everyone wanna be carefree, a hoe, spiritual, allladat summer 17' like it's new 🙄🙄 bitch, find yourself and stop following the hashtags
33092	hadda unfollow that TALKIN ass bitch damn hoe you annoying
32049	If a bitch fuck another nigga and you take her back shes making you vulnerable to getting clowned by another that hoe isnt on your team.
33403	Saudi Arabia is the U.S's bitch, they fuck her and then give her skyscrapers and gold plated cars. While the rest of Arabia starves.
30583	shut up i love Those puma shoes already but a bitch is broke so ,,,, im Still going to try to buy it 👅
33472	S/O to all you lurking hoes and bitch ass niggas 😇🖕
33117	My mom said when I did she call dibs on my shoes bitch why you thinking about your child's death tf 😂😭
32848	how bout you mind your fucking business bitch. be moral....silently. hoe. 
30168	Yo... Miguel Arango is actually such a hoe when you watch Rebelde again like he cheated on Mia then kept secretly liking Sabrina.. bitch bye
30607	u scared to rape a bitch? I cant relate
33814	im a bitch and have sick sense of humor so no one likes me but i'm just like whatevs boo you whore
31147	Snake ass hoe I could never fwy I know you're writing STATEMENTS BITCH! U really wanna talk to twitter
32783	a bitch that can fight will be quick to tell you what your man is doing it's these scary hoes that keep quiet lmao
32548	I hate sneaky hoes like bitch gtf back in your lane before I put you there.
33210	You wanted to leave me now you stuck with money hungry stuck up hoes good luck finding a faithful loving bitch like me 😇
33859	You was a hoe in high school now you a hoe in college congrats lul bitty bitch 😂
30683	me and my sisters dog walking any bitch today so come on all you hating hoes
33283	And who claims rape on twitter lol. Uh come on now bitch .. 
30123	Why don't you sound Mexican? Because I learned English from the street bitch, straight out of Hope Arkansas hoe! .. anymore questions ☺️
33085	It's funny trying to be told what to do  I will wear what I want  Talk to whoever I want  Post whatever I want  & be whoever I want to be, bitch
34141	let me clear things out. rape could happen to anyone bitch and everyone is a fucking potential rapist
33899	This fat bitch Florence is apparently supposed to land right on top of me, so I'll be out of town (& likely offline) for a little bit, which means I'm officially a rapefugee.
30811	"Chicks be 2 weeks pregnant and be like ""what my baby needs, I got em""....bitch, your baby need facial features first hoe."
33477	My little brother should've been a girl I swear he's the biggest cry baby little bitch like how my dad & sisters are assholes??? 🙄😒
31250	Get raped bitch
33091	You sound like a bitch in sum messy hoes business
32300	how about i knock heads off and send them gift wrapped to your moms house you dumb raggedy bird bitch ass hoes
33722	She's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her ? please, take a seat.
32826	The double standards of bitch amazes me. These hoes lose their mind when you do them how they do you.
32779	There's so much other shit that can go wrong in a relationship, I don't have time to bitch over you liking pics. I'm liking them hoes too.
31837	Hoe you save my messages on SC bitch I'm blocking you
33807	You won't catch me on this hoe arguing with a bitch lol , bitches are not worth my time ..
31541	bitch I'm gonna slap those hoes commenting about other members when YOU SHOULD BE GRATEFUL THAT NAMJOON IS THERE 
31199	Kyrie was like Gee Money. Lebron was like: Is that all this about some skeezer fuck that hoe bitch you think I give a fuck about her LMAO!
31044	watch what you saying lil bitch watch what you post lil hoe
31296	He gone tell me he gotta come to MY house so ME can wake him up for work in the am😒 bitch have one of yo hoes wake you up
34495	You hoes barely got this & that but be quick too say sum bout where somebody work bitch go get you a job ho
30040	I can be around a bitch and they only know my real name . Keep these hoes out your business baby
33908	Life's a slut, a dirty hoe, either way I can't bitch. -Young Jeezy
30769	sarah the triceratops is such a bitchy lil cunt
33776	Dese bitches will whore around lookin fa love; pathetic 😴😂
33280	Fuck i'm drunk but if you meet a mf by the name of tanner parry at any bars by all means fight that bitch he's a hoe ass motherfucker
31538	i get whoever i want, bitch you ain't me 😉
31013	hannah hoy from hubbard a xanny fiend poppin bitch talkin to her ex and mine little crack whore 😂😂 wassup w it hannah
31094	lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
34168	Fiona a whore, Sammi a psycho annoying bitch, Carl a wanna be, Debbie a try hard, Mickey is actually a sweetheart, and Frank a scammer
31234	You & yo bitch some ratchet Bonnie & Clyde hoe
31836	I'm about to bitch slap bro so he know he's a hoe
30649	"Whenever HP is on I have this sick need to watch it & bitch the whole time.   Scene that grind my gears:  ""HARRY DID U PUT UR NAME IN GOF!?""📢"
30548	Yeah bitch I am gonna restate how bad I wanna move out and start my life away from my asshole family
33581	You want nd brought dat bitch a pair of shoes I brought a pipe lil nigga💯
30184	Im tired of these im a gangster ass hoes 😂😂 bitch you don't even know how to reload a gun and don't know where the safety at
31076	Yeah Bc this bitch boutta get raped and murdered so no shit she ain't ever comin back 
33798	don't say it in a curious cat bitch whoever tf you are
32559	lil hunky bitch you lil whore 
34520	How can some of ya worry about how the next nigga/ bitch livin. Who gives a fuck if they broke, or they out here hoein. It aint YOU, is it??
30539	get you a bitch to stan who can drag a hoe frm across the country, and promote her ep, i'll wait... 
31958	Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
31653	You hoes weak, on Facebook but be in the same bitch likes that u be hating on.
30689	i ain't treatin or spoilin no bitch unless she da main main got me fucked up haha who u think u foolin ? let hoes cash you out pimp
34001	Before I ever let a bitch make me mad I'll laugh at that bitch right in ha face 😂😂 ion take you hoes serious
34068	And he knew he was in a position to help Kylie - bitch where? I hate that hoe but she got more of a career than you
34103	Wow bitch!!! Why don't you worry about your own damn self. At least she isn't the hoe that you are! Sure her day will be great w/out u in it
31174	To whoever stole £60 of my birthday money out of my room, you are a bitch and you're not allowed round again☺️🖕
31000	If i see and know you a hoe why would i hit you back up lol this bitch got a new nigga in her snap every day c'mon now females in GA WILD! 😂
30693	*is that all you do?* Bitch I like to smoke I'm living the life hoes
31881	I did not come to play with you hoes, I came to slay, bitch
34503	Yall gone stop gasing these hoes up .idgaf if yo ass fat . Bitch you black Asf and disgusting.
34133	Gabriel Graves Fuck You hoe I'm Make your life a living hell bitch
31408	All that pillow talkin nigga that's what the hoes do , YOU A BITCH
30189	Get you some money you too old to be gossiping like a lil bitch for a broke hoe y'all niggas real life faggots
34009	Don't nothing move til I sign you hoes mightiest well be my side bitch 😍😘💸💰 
31203	Bitches be selling they body and acting boogie, bitch you a hoe I see right through you
33275	katara u dumb retarded cunt bitch he is an actual human being with actual feelings
33790	You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
30596	fucking dumbass fucking bitch fucking dumbass whore
33513	Some bitch told me I'm to in love with my truck and bike....  Bye bye cunt.
34314	do yall know what a hoe is? a hoe is that bitch that let a team run a train on her ass. a hoe aint the female playin you how you played her.
31949	Shut your dumbass up bitch we all know you a hoe
32639	Sallie MAE is the most annoying bitch EVER hoe I ain't paying you shxt lol
30844	Bitch whore son of bitch shit pig dinosaur elephant rhino monkey dog. 
34012	"Oh no, not Jed ""I'm gonna rape this zombie bitch"" & ""Anime games are pedophilic trash"" Whitaker.    Whatever will gam… "
31031	I'm a happy bitch as long as I have the rainbond around and can drag hyunyoung whoever I want to.
32451	When I was a young bitch! I swear you hoes couldn't fuck with me! Miami 5 times in one year. From paying $200 for a set of nails .
30307	Fuck U bitch! He wasn't a fictional person, he was an internet manwhore!! He brainwashed me & never wanted to SKYPE ME & he used me for
33674	Bitches b saying no but body b saying yes ain't nobody bout to rape u bitch 😒
30526	Just like every other social justice cunt: bitch doesn't know anything about the economy. 
33866	Riiiiiight...... Bitch I pop one of them green hoes and turn into the hulk. You gone have to shoot me. 
33049	I hate when people line their shoes up around the room. Bitch you not USED to shit. Your ass need a closet ! 🙄
32375	". If yo ""suppose"" to be nigga entertain, fw the next Bitch , he disrespecting you , dumb ass hoe🚮"
31942	Nah bitch, you made me slice your damn tomatoes, took all our dressings, kept adding shit to your salad, and was extra af  You payin hoe
33044	Ion care what a bitch think or how a hoe feel , cause ain't none of you hoes paying my bills in ain't none of you hoes finna get me a crib
32381	Fuck these hoes !!! They ain't gone send you nowhere but to the clinic or hell , let that bitch keep them problems… 
31302	Why do HOES tweet about other hoes? 👎 bitch you're ran through
32963	niggas be hoes talk just like a bitch & no you aint real scratch that off the list 🙃
30824	Miserable loves company 🤗, that's why a bitch can't get an argument from me , argue with yourself hoe cause I like to fight 😅
31883	She was just your hoe now she your bitch lmao
33242	Kirk Douglas raped Natalie wood and this son of bitch get to live 100 while natalie wood is dead
32219	Disgusting White Supremacist Whore. Drown in Semen bitch.... 
34403	This bitch at work had the nerve to ask why are all y'all wearing tye die.. because u lil whore it's lit
34592	"If a chick isn't a virgin before marriage, kill her.""If a chick disobeys her father or husband, beat her.""Only whores don't wear veils""- Religion of Lurv.Modern Firang Krischans are cucked LARPers and that's why their wahmyn are preferring to go to rapefugee camps."
32641	Do you think Beyoncé is nice or a bitch — A little bit of both, depends on the time    Wonhoe w... 
